Numero de parejas, Tiempo de ejecución
540, 0.05307110 
540, 0.05602590 
540, 0.06117340 
540, 0.06140780 
540, 0.05959990 
540, 0.05858490 
540, 0.06215670 
540, 0.05790160 
540, 0.05774040 
540, 0.07053940 
540, 0.05781950 
540, 0.05803420 
540, 0.05830180 
540, 0.05356840 
540, 0.07826630 
540, 0.06006660 
540, 0.05377080 
540, 0.05357100 
540, 0.06211250 
550, 0.05757280 
550, 0.05121840 
550, 0.04915590 
550, 0.05013040 
550, 0.04755310 
550, 0.05368170 
550, 0.05192810 
550, 0.04976110 
550, 0.05451330 
550, 0.04657480 
550, 0.05108490 
550, 0.04820760 
550, 0.04777520 
550, 0.04781590 
550, 0.05463020 
550, 0.04871660 
550, 0.05086290 
550, 0.04875430 
550, 0.04897720 
550, 0.04869280 
560, 0.06359570 
560, 0.05864460 
560, 0.06099040 
560, 0.06012370 
560, 0.06180000 
560, 0.05957350 
560, 0.05614240 
560, 0.06114330 
560, 0.05856320 
560, 0.05776450 
560, 0.05934240 
560, 0.05971770 
560, 0.05943250 
560, 0.07360000 
560, 0.06210770 
560, 0.05994590 
560, 0.06339410 
560, 0.08007520 
560, 0.06427000 
560, 0.05865220 
570, 0.05433630 
570, 0.05151210 
570, 0.05825590 
570, 0.05982740 
570, 0.05909480 
570, 0.05990610 
570, 0.06443510 
570, 0.06358740 
570, 0.05615690 
570, 0.06081650 
570, 0.06380340 
570, 0.06965420 
570, 0.06457760 
570, 0.06921450 
570, 0.09834040 
570, 0.08178250 
570, 0.07972500 
570, 0.07578100 
570, 0.09088010 
570, 0.07852220 
580, 0.08828530 
580, 0.09673190 
580, 0.07184950 
580, 0.07544030 
580, 0.06734910 
580, 0.07554210 
580, 0.09451350 
580, 0.06412580 
580, 0.06797800 
580, 0.06977150 
580, 0.07891140 
580, 0.06329610 
580, 0.06245470 
580, 0.06606470 
580, 0.06816410 
580, 0.06682050 
580, 0.06024890 
580, 0.06402090 
580, 0.06662520 
580, 0.06158280 
590, 0.06855060 
590, 0.06678270 
590, 0.07252650 
590, 0.07391250 
590, 0.06900600 
590, 0.06343010 
590, 0.06123520 
590, 0.07498290 
590, 0.06445820 
590, 0.06248790 
590, 0.10757260 
590, 0.08841230 
590, 0.07620920 
590, 0.08419350 
590, 0.07718690 
590, 0.07230440 
