Numero de parejas, Tiempo de ejecución
2, 0.00008500 
4, 0.00017280 
8, 0.00013830 
16, 0.00023710 
32, 0.00055160 
64, 0.00136660 
128, 0.00414830 
256, 0.02089740 
512, 0.09730000 
1024, 0.32218200 
2048, 1.79326090 
4096, 6.89637540 
8192, 70.56703630 
