Numero de parejas, Tiempo de ejecución
2, 0.00004008 
3, 0.00003754 
4, 0.00003746 
6, 0.00004808 
10, 0.00005796 
15, 0.00009321 
22, 0.00012663 
34, 0.00018542 
51, 0.00039983 
76, 0.00066304 
115, 0.00148067 
172, 0.00314258 
259, 0.00778654 
389, 0.01743304 
583, 0.03825042 
875, 0.07220525 
1313, 0.18884175 
1970, 0.45378371 
2955, 1.15188787 
4433, 3.83859854 
6650, 10.56787512 
9975, 66.28595942 
14963, 255.51850346 
